payment_id,student_id,course_id,amount,payment_date,method
52073,32239,164,316,2020-05-13,PayPal
52074,26351,16,358,2022-10-01,Credit Card
52075,48232,121,205,2024-10-24,Bank Transfer
52076,3244,66,139,2023-07-15,PayPal
52077,52700,163,128,2021-05-24,Bank Transfer
52078,51967,133,189,2020-12-14,PayPal
52079,29428,190,446,2024-11-25,UPI
52080,16719,152,387,2024-01-20,INVALID
52081,17639,34,98,2023-10-22,PayPal
52082,47197,119,169,2023-11-15,Credit Card
52083,11377,177,178,2021-07-26,Credit Card
52084,24131,105,149,2022-06-01,PayPal
52085,3170,139,225,2022-12-22,PayPal
52086,22368,195,117,2021-07-17,PayPal
52087,43054,161,199,2022-12-27,Bank Transfer
52088,34585,119,3360,2023-12-26,PayPal
52089,17749,106,313,2024-01-06,Credit Card
52090,46649,166,430,2024-01-19,PayPal
52091,49120,178,159,2021-01-03,PayPal
52092,34419,131,343,2021-10-08,Bank Transfer
52093,8597,98,203,2020-12-11,INVALID
52094,54497,111,368,2023-11-20,UPI
52095,37499,161,336,2020-11-16,Bank Transfer
52096,6487,9,374,2023-10-23,Bank Transfer
52097,32025,92,441,2024-08-31,Bank Transfer
52098,13190,130,187,2023-05-31,Credit Card
52099,52774,114,253,2023-06-06,Bank Transfer
52100,17826,147,324,2021-07-09,Credit Card
52101,42053,75,3600,2024-07-03,Bank Transfer
52102,46012,184,1240,2024-01-09,Bank Transfer
52103,50250,148,482,2020-09-03,Credit Card
52104,26972,125,171,2022-11-12,INVALID
52105,37658,197,69,2023-06-17,UPI
52106,8969,96,183,2023-03-27,PayPal
52107,45060,14,389,2024-12-28,UPI
52108,54084,33,100,2024-03-10,UPI
52109,26280,133,189,2021-01-18,PayPal
52110,5789,149,132,2020-05-23,UPI
52111,20761,94,471,2024-02-17,UPI
52112,54454,190,497,2020-01-13,UPI
52113,6265,160,464,2021-01-11,Bank Transfer
52114,37744,32,430,2020-04-21,PayPal
52115,54727,35,213,2022-12-14,Credit Card
52116,5259,113,275,2023-01-04,Bank Transfer
52117,47074,71,477,2021-03-19,Bank Transfer
52118,33976,59,1010,2023-03-08,Credit Card
52119,10825,53,417,2024-01-17,UPI
52120,18508,183,455,2021-10-05,PayPal
52121,2632,59,205,2024-09-07,Credit Card
52122,6237,117,194,2022-08-03,PayPal
52123,33332,141,447,2020-04-10,Credit Card
52124,42540,23,3680,2020-07-16,Bank Transfer
52125,40355,38,353,2020-03-26,Bank Transfer
52126,27398,50,125,2020-08-27,PayPal
52127,28217,18,425,2020-03-10,Bank Transfer
52128,14,96,155,2021-03-21,Credit Card
52129,21267,71,364,2020-12-23,Credit Card
52130,52388,101,354,2022-08-27,Credit Card
52131,12734,196,1640,2023-04-21,Bank Transfer
52132,36559,40,90,2020-06-02,Credit Card
52133,1398,175,3320,2021-03-14,Credit Card
52134,50874,179,464,2024-04-06,Bank Transfer
52135,36160,89,285,2023-11-24,UPI
52136,38844,159,2330,2022-06-08,Credit Card
52137,39288,182,236,2021-03-31,Credit Card
52138,7421,119,168,2021-09-19,Bank Transfer
52139,19102,64,269,2022-03-07,Bank Transfer
52140,18775,50,147,2021-05-21,Credit Card
52141,7802,162,215,2022-09-16,UPI
52142,24567,151,386,2021-04-10,PayPal
52143,47930,13,4790,2020-02-17,PayPal
52144,31643,160,4440,2022-05-04,Bank Transfer
52145,6186,154,124,2024-06-12,Bank Transfer
52146,29668,167,349,2023-03-21,Bank Transfer
52147,8189,200,63,2022-10-19,UPI
52148,47814,174,96,2022-07-01,PayPal
52149,49437,186,127,2023-08-15,Credit Card
52150,44104,48,307,2023-03-22,Credit Card
52151,16165,14,404,2021-06-14,Bank Transfer
52152,30221,45,198,2022-11-10,INVALID
52153,49960,193,208,2024-08-24,Bank Transfer
52154,17858,134,491,2023-04-11,UPI
52155,28790,75,301,2023-06-28,Credit Card
52156,24874,104,392,2024-05-17,Credit Card
52157,10972,194,432,2022-11-08,Bank Transfer
52158,31441,157,205,2022-02-21,PayPal
52159,3733,57,3680,2021-02-09,PayPal
52160,46348,55,400,2024-12-16,PayPal
52161,596,165,77,2022-10-25,Bank Transfer
52162,21113,60,290,2024-11-14,Credit Card
52163,19563,34,51,2022-05-13,PayPal
52164,6082,60,316,2021-08-07,INVALID
52165,28802,157,214,2021-12-01,INVALID
52166,28541,89,205,2022-10-27,Credit Card
52167,22815,90,67,2024-10-04,Credit Card
52168,26327,61,86,2024-10-16,INVALID
52169,14411,51,236,2022-07-18,Bank Transfer
52170,7839,179,125,2021-08-04,Credit Card
52171,12695,2,341,2023-12-18,Bank Transfer
52172,17489,84,169,2023-08-08,Credit Card
52173,20967,4,336,2023-08-29,Bank Transfer
52174,19982,74,278,2024-05-31,INVALID
52175,40345,199,343,2022-10-31,Bank Transfer
52176,18905,55,397,2020-10-11,Bank Transfer
52177,7238,110,186,2020-10-09,PayPal
52178,12943,161,113,2020-09-25,INVALID
52179,31987,120,60,2023-09-05,PayPal
52180,11698,25,378,2023-09-17,UPI
52181,52929,188,177,2023-03-11,Bank Transfer
52182,27527,157,52,2023-01-07,Credit Card
52183,55202,58,234,2023-12-28,Credit Card
52184,25393,56,347,2020-11-04,PayPal
52185,42012,46,870,2023-09-15,UPI
52186,37292,2,113,2020-10-12,INVALID
52187,34994,32,349,2020-06-15,INVALID
52188,12314,63,359,2022-11-01,Credit Card
52189,9512,155,376,2020-12-02,Bank Transfer
52190,2058,130,447,2021-02-02,PayPal
52191,41522,151,337,2020-06-26,PayPal
52192,21297,114,424,2021-07-21,UPI
52193,52743,151,2200,2023-07-20,UPI
52194,2413,97,344,2021-11-11,PayPal
52195,38068,138,148,2022-11-07,Credit Card
52196,434,41,212,2020-04-04,Bank Transfer
52197,41888,14,327,2024-07-03,UPI
52198,4459,177,96,2020-10-12,Bank Transfer
52199,51049,99,1610,2024-10-17,UPI
52200,40441,11,2880,2024-02-19,UPI
52201,50340,58,325,2023-09-17,UPI
52202,9932,36,496,2024-02-02,Bank Transfer
52203,33594,28,1250,2022-02-06,UPI
52204,34947,192,67,2021-01-05,Credit Card
52205,26290,108,106,2024-11-16,Credit Card
52206,38988,165,261,2022-11-24,UPI
52207,47197,99,473,2020-12-02,Bank Transfer
52208,34686,149,3400,2024-06-09,Credit Card
52209,12507,191,467,2020-12-19,Credit Card
52210,13259,150,2350,2020-08-30,PayPal
52211,39815,100,365,2022-02-08,Credit Card
52212,3810,90,323,2020-08-28,Bank Transfer
52213,7439,168,1250,2020-01-14,Bank Transfer
52214,22910,141,391,2023-02-11,PayPal
52215,12379,37,76,2023-01-24,INVALID
52216,8237,65,169,2023-01-21,Bank Transfer
52217,25763,124,312,2024-08-18,Bank Transfer
52218,31934,23,423,2020-09-23,UPI
52219,29258,64,455,2024-03-26,Bank Transfer
52220,20241,196,237,2023-04-30,Bank Transfer
52221,5969,16,63,2023-01-17,Credit Card
52222,44420,75,491,2021-10-30,INVALID
52223,22755,20,104,2021-04-23,UPI
52224,5533,158,306,2022-03-07,Credit Card
52225,43392,117,375,2023-09-20,Bank Transfer
52226,54484,111,358,2021-04-06,Bank Transfer
52227,2893,26,402,2021-04-13,UPI
52228,52069,165,273,2022-12-11,Credit Card
52229,33770,28,282,2023-11-26,UPI
52230,8145,90,435,2024-03-03,UPI
52231,35919,86,410,2024-10-15,Credit Card
52232,47015,124,147,2021-08-17,UPI
52233,22673,166,1550,2021-05-20,Credit Card
52234,26531,6,383,2020-05-04,UPI
52235,30833,99,406,2021-03-21,Credit Card
52236,26688,173,412,2022-09-11,UPI
52237,6688,145,382,2021-11-03,PayPal
52238,43606,12,297,2022-01-19,Credit Card
52239,37737,188,1160,2024-05-08,PayPal
52240,6997,181,442,2020-10-28,Bank Transfer
52241,29279,90,113,2020-07-14,PayPal
52242,29106,55,280,2022-01-01,PayPal
52243,42262,184,263,2021-01-19,Credit Card
52244,25245,151,262,2020-09-26,PayPal
52245,38066,190,419,2021-03-07,Credit Card
52246,32957,54,187,2023-08-06,PayPal
52247,30265,199,396,2023-01-11,Credit Card
52248,45616,34,2240,2024-04-24,Credit Card
52249,26802,51,263,2024-10-23,Bank Transfer
52250,13257,194,217,2022-04-21,Bank Transfer
52251,15582,194,439,2020-04-09,UPI
52252,17272,31,197,2020-02-25,Bank Transfer
52253,49435,160,4770,2022-01-11,Bank Transfer
52254,45282,115,414,2024-08-31,Bank Transfer
52255,17936,120,285,2024-09-27,Credit Card
52256,39464,147,316,2022-03-01,UPI
52257,8841,96,1140,2022-09-19,INVALID
52258,54547,108,487,2021-11-21,UPI
52259,8417,185,396,2023-07-21,PayPal
52260,42623,177,215,2023-11-10,UPI
52261,42453,94,243,2023-08-29,PayPal
52262,8110,126,335,2022-07-18,INVALID
52263,46769,64,475,2024-12-21,PayPal
52264,52649,103,81,2024-04-11,UPI
52265,25128,41,468,2023-12-18,PayPal
52266,22597,19,458,2022-06-15,Bank Transfer
52267,38870,141,175,2021-05-29,UPI
52268,16519,60,161,2023-01-22,PayPal
52269,28525,55,298,2022-10-01,Bank Transfer
52270,36281,23,3480,2020-11-26,Bank Transfer
52271,835,112,280,2023-02-17,PayPal
52272,16570,43,316,2021-02-19,PayPal
52273,42449,62,117,2020-02-26,Bank Transfer
52274,5439,138,330,2022-09-03,PayPal
52275,26204,163,409,2023-07-01,Credit Card
52276,51616,65,443,2023-02-06,INVALID
52277,4773,68,50,2021-01-14,Credit Card
52278,47548,155,112,2021-06-26,Credit Card
52279,42303,179,199,2023-02-25,Bank Transfer
52280,48800,95,179,2023-12-01,UPI
52281,9680,59,119,2024-12-03,PayPal
52282,34174,38,438,2022-05-29,Credit Card
52283,34541,175,344,2020-08-31,Credit Card
52284,45254,43,171,2024-04-11,Credit Card
52285,41590,139,85,2020-06-02,Bank Transfer
52286,8892,118,129,2024-02-02,INVALID
52287,54588,200,161,2020-01-04,PayPal
52288,10938,18,115,2020-06-16,Credit Card
52289,53595,40,3140,2024-10-30,PayPal
52290,48890,139,411,2022-07-14,PayPal
52291,22620,135,481,2023-04-30,Credit Card
52292,32148,164,150,2021-08-30,PayPal
52293,54795,49,469,2021-11-13,Bank Transfer
52294,39626,151,341,2021-03-22,Bank Transfer
52295,54910,133,171,2023-01-19,Bank Transfer
52296,42284,54,143,2023-06-14,Credit Card
52297,20118,162,76,2021-12-20,PayPal
52298,42425,199,346,2022-10-07,Credit Card
52299,24353,105,200,2024-03-09,UPI
52300,6164,158,187,2024-10-25,Bank Transfer
52301,15286,173,402,2024-07-03,PayPal
52302,33055,44,260,2020-12-17,UPI
52303,22538,189,332,2023-03-31,UPI
52304,55095,45,270,2021-03-03,Credit Card
52305,34056,106,260,2023-06-05,UPI
52306,41824,73,417,2024-04-16,Credit Card
52307,20711,165,92,2023-10-07,Bank Transfer
52308,25921,171,425,2020-09-07,Bank Transfer
52309,41698,177,255,2024-06-08,UPI
52310,46837,8,488,2020-04-14,PayPal
52311,53113,53,2350,2023-06-14,UPI
52312,19705,71,211,2020-03-08,UPI
52313,26721,135,98,2022-08-05,UPI
52314,21280,56,377,2024-09-07,UPI
52315,40085,141,446,2022-01-26,Bank Transfer
52316,16267,112,280,2023-12-31,Credit Card
52317,35214,104,93,2024-06-14,Credit Card
52318,823,31,485,2024-01-04,Bank Transfer
52319,54530,20,352,2023-09-16,Credit Card
52320,48190,134,240,2023-08-29,PayPal
52321,37233,185,3900,2021-04-04,UPI
52322,42593,181,461,2022-01-28,PayPal
52323,5768,107,133,2023-08-17,UPI
52324,23206,3,371,2022-08-05,Bank Transfer
52325,33239,5,331,2024-09-16,Credit Card
52326,48024,126,453,2022-08-27,Bank Transfer
52327,35240,163,242,2021-12-28,UPI
52328,23558,167,118,2020-05-03,Bank Transfer
52329,36024,143,322,2022-06-13,Credit Card
52330,41490,84,155,2023-12-19,Bank Transfer
52331,45361,43,360,2021-03-20,UPI
52332,41592,184,317,2023-07-28,INVALID
52333,37465,52,286,2024-12-12,PayPal
52334,47246,9,405,2020-01-22,Bank Transfer
52335,2758,87,65,2023-07-03,PayPal
52336,46056,183,458,2023-12-13,Credit Card
52337,13618,110,160,2021-03-03,PayPal
52338,54097,83,93,2023-10-20,Bank Transfer
52339,44681,54,167,2020-05-27,Credit Card
52340,21208,15,254,2023-01-07,Credit Card
52341,17370,135,82,2021-07-29,Bank Transfer
52342,50607,166,320,2021-05-07,Credit Card
52343,21916,7,161,2021-01-28,PayPal
52344,22858,167,392,2022-07-07,Bank Transfer
52345,37542,38,104,2023-03-07,Credit Card
52346,22030,182,454,2023-12-29,Bank Transfer
52347,10360,78,256,2022-11-17,Bank Transfer
52348,16245,138,240,2022-07-15,PayPal
52349,44301,123,310,2020-05-07,INVALID
52350,20744,108,443,2021-12-11,Credit Card
52351,30592,126,4690,2023-05-20,Bank Transfer
52352,50985,15,283,2020-04-03,PayPal
52353,14906,135,80,2024-11-30,PayPal
52354,28134,127,283,2024-08-23,Credit Card
52355,34380,133,486,2024-02-02,UPI
52356,31606,111,456,2022-11-13,PayPal
52357,20117,44,455,2020-05-24,UPI
52358,17463,195,283,2023-12-10,Credit Card
52359,21329,4,394,2024-06-20,Credit Card
52360,38128,133,408,2024-04-20,PayPal
52361,20305,147,237,2022-05-31,UPI
52362,46743,89,493,2022-12-03,UPI
52363,40349,84,406,2021-07-26,UPI
52364,43753,71,338,2022-07-07,Credit Card
52365,23469,32,190,2021-11-29,UPI
52366,17973,122,457,2020-07-13,UPI
52367,7745,186,408,2021-02-23,UPI
52368,26529,99,327,2020-05-02,Credit Card
52369,26883,47,118,2021-10-15,Bank Transfer
52370,26682,66,439,2020-07-05,UPI
52371,20765,116,354,2023-02-06,Bank Transfer
52372,52822,172,362,2020-01-28,Bank Transfer
52373,18359,186,364,2023-08-07,Bank Transfer
52374,4665,125,347,2020-07-20,Credit Card
52375,40815,21,494,2020-11-16,Credit Card
52376,19667,147,50,2024-10-05,PayPal
52377,47269,199,400,2022-05-18,PayPal
52378,55021,79,372,2021-11-19,Bank Transfer
52379,46002,97,75,2021-09-05,UPI
52380,34310,144,479,2023-10-05,UPI
52381,50794,45,194,2020-06-28,Credit Card
52382,3369,28,450,2020-01-22,PayPal
52383,49218,45,88,2024-07-30,Bank Transfer
52384,31465,187,335,2023-02-04,Bank Transfer
52385,23891,148,491,2024-01-25,UPI
52386,31182,126,358,2021-12-02,Bank Transfer
52387,21354,184,227,2024-04-20,Credit Card
52388,52276,4,114,2022-02-03,INVALID
52389,44468,6,110,2024-08-15,Credit Card
52390,24892,148,60,2022-03-29,UPI
52391,38819,33,466,2021-06-18,Bank Transfer
52392,22490,73,304,2024-07-13,PayPal
52393,9866,69,330,2023-01-20,Bank Transfer
52394,25552,19,194,2022-03-03,INVALID
52395,31839,135,235,2022-01-28,PayPal
52396,16787,102,216,2020-11-06,Credit Card
52397,6963,179,4240,2022-01-22,PayPal
52398,26408,52,272,2023-08-04,PayPal
52399,33778,51,434,2020-08-12,PayPal
52400,19778,113,183,2022-04-18,PayPal
52401,43174,151,354,2023-12-24,UPI
52402,52678,32,331,2021-09-17,UPI
52403,52266,38,97,2022-10-11,Bank Transfer
52404,14410,38,492,2020-12-03,UPI
52405,15178,12,1910,2023-07-28,UPI
52406,6859,129,429,2024-01-08,Credit Card
52407,17730,89,290,2022-08-05,Bank Transfer
52408,50227,42,460,2021-12-01,INVALID
52409,9438,131,2190,2022-03-02,UPI
52410,34639,55,400,2023-01-30,PayPal
52411,28406,149,241,2022-04-13,Credit Card
52412,19205,75,4720,2021-10-21,UPI
52413,11982,119,95,2024-03-08,Credit Card
52414,14765,148,135,2022-05-08,PayPal
52415,239,87,116,2024-04-23,Credit Card
52416,15030,109,370,2024-12-01,Credit Card
52417,15036,71,439,2024-02-26,PayPal
52418,9476,183,478,2023-05-27,Bank Transfer
52419,7690,71,337,2022-08-22,PayPal
52420,29692,77,170,2020-07-03,Bank Transfer
52421,27417,175,349,2020-07-24,Bank Transfer
52422,26692,38,440,2020-02-10,PayPal
52423,17062,25,203,2021-03-06,INVALID
52424,55008,155,334,2020-07-20,UPI
52425,55103,104,204,2020-04-27,Bank Transfer
52426,10177,151,483,2023-07-20,Credit Card
52427,5011,107,251,2022-07-26,Bank Transfer
52428,15865,72,269,2024-06-04,Bank Transfer
52429,42853,19,244,2023-03-13,PayPal
52430,7827,107,173,2020-11-05,Bank Transfer
52431,27353,197,299,2022-02-15,INVALID
52432,7981,133,425,2020-01-20,Credit Card
52433,12623,43,294,2020-10-11,INVALID
52434,48288,162,319,2023-03-10,Bank Transfer
52435,15159,82,395,2024-03-25,UPI
52436,51402,68,61,2022-08-13,PayPal
52437,39146,141,476,2023-09-15,Credit Card
52438,2326,51,352,2022-06-17,Bank Transfer
52439,26180,78,2090,2020-05-11,Bank Transfer
52440,4888,99,330,2020-05-14,Bank Transfer
52441,33648,63,298,2021-10-03,Bank Transfer
52442,22209,23,393,2020-01-08,UPI
52443,17029,153,368,2020-05-09,PayPal
52444,23295,14,360,2020-08-22,INVALID
52445,5410,22,219,2024-06-08,Credit Card
52446,18620,197,128,2020-05-03,Bank Transfer
52447,52102,118,361,2021-04-24,Bank Transfer
52448,16870,197,930,2023-12-04,PayPal
52449,24522,132,271,2020-11-10,UPI
52450,3563,184,55,2021-10-21,UPI
52451,26207,110,2260,2023-03-21,UPI
52452,7819,180,104,2022-11-25,PayPal
52453,42351,183,406,2024-02-04,UPI
52454,37864,38,180,2024-08-26,Bank Transfer
52455,17469,6,77,2022-06-14,Credit Card
52456,28746,5,347,2021-02-02,PayPal
52457,25587,165,256,2022-10-03,INVALID
52458,48276,1,441,2022-04-10,Credit Card
52459,27320,96,414,2022-10-24,PayPal
52460,29691,93,225,2020-06-26,PayPal
52461,41121,177,2540,2021-08-07,UPI
52462,35571,186,457,2024-04-24,PayPal
52463,28617,63,418,2020-08-28,INVALID
52464,34986,60,178,2020-01-31,UPI
52465,1508,184,287,2021-09-27,UPI
52466,32299,40,136,2022-12-28,PayPal
52467,48596,178,395,2024-08-09,UPI
52468,16013,1,208,2021-09-23,Credit Card
52469,44698,149,75,2024-03-14,INVALID
52470,25467,42,383,2021-10-22,Bank Transfer
52471,8646,194,362,2022-12-13,Credit Card
52472,18368,94,190,2023-01-21,Bank Transfer
52473,20624,168,210,2020-05-01,INVALID
52474,8949,5,343,2020-02-19,PayPal
52475,22196,15,315,2020-09-15,Credit Card
52476,19701,175,238,2022-03-15,Bank Transfer
52477,39947,28,198,2022-06-22,Bank Transfer
52478,14670,134,173,2023-09-10,PayPal
52479,32217,198,467,2022-12-24,Credit Card
52480,24388,183,250,2023-11-13,Credit Card
52481,41963,155,247,2024-05-27,INVALID
52482,31963,125,53,2020-12-04,Credit Card
52483,24829,82,211,2023-09-27,PayPal
52484,10134,21,233,2023-09-06,UPI
52485,26227,195,2670,2020-09-17,Credit Card
52486,8419,97,980,2023-05-23,Credit Card
52487,26520,30,338,2023-06-03,Credit Card
52488,35109,53,288,2021-03-05,INVALID
52489,27314,65,353,2022-07-04,Credit Card
52490,31609,8,3020,2021-06-09,Credit Card
52491,37763,94,424,2020-01-26,Bank Transfer
52492,42249,26,413,2022-05-16,INVALID
52493,6363,102,54,2023-12-25,Credit Card
52494,35015,157,363,2020-01-25,INVALID
52495,35429,79,169,2021-10-13,INVALID
52496,258,33,165,2023-02-03,Credit Card
52497,50510,90,333,2023-05-17,Credit Card
52498,37884,119,396,2022-10-16,UPI
52499,30604,173,421,2023-06-10,UPI
52500,16316,65,229,2024-08-04,Bank Transfer
52501,43899,102,142,2020-09-07,Bank Transfer
52502,18876,173,64,2023-10-13,INVALID
52503,43753,24,181,2022-07-20,UPI
52504,18651,32,364,2023-02-24,Credit Card
52505,55307,118,470,2021-12-16,Credit Card
52506,48339,118,113,2024-10-28,INVALID
52507,12629,95,3150,2020-03-12,Bank Transfer
52508,36128,5,91,2020-02-08,INVALID
52509,20740,25,140,2024-11-09,UPI
52510,14385,190,250,2023-06-23,INVALID
52511,24438,154,68,2020-07-04,Bank Transfer
52512,28848,181,437,2024-04-21,Bank Transfer
52513,1623,2,109,2023-11-09,Credit Card
52514,31831,56,408,2023-05-11,PayPal
52515,20311,39,111,2023-03-08,Bank Transfer
52516,52635,176,300,2021-06-05,PayPal
52517,30795,83,478,2020-07-20,Credit Card
52518,46160,60,144,2023-11-29,Bank Transfer
52519,35548,92,188,2024-05-27,INVALID
52520,43269,132,328,2021-09-25,Credit Card
52521,5534,198,88,2024-11-24,UPI
52522,45050,164,389,2022-08-28,Credit Card
52523,38987,148,122,2024-03-09,Credit Card
52524,18738,11,361,2020-11-14,PayPal
52525,42973,74,334,2022-05-17,PayPal
52526,32359,124,1200,2021-08-17,Credit Card
52527,2238,92,302,2024-11-30,Credit Card
52528,72,176,481,2024-07-09,UPI
52529,31402,132,494,2024-09-16,PayPal
52530,5564,36,260,2021-12-13,Credit Card
52531,11362,118,222,2021-01-18,UPI
52532,9120,189,292,2021-01-01,Credit Card
52533,11432,100,79,2023-03-23,Bank Transfer
52534,23137,21,257,2022-08-21,UPI
52535,16872,146,271,2024-04-29,Bank Transfer
52536,50831,92,146,2024-12-12,INVALID
52537,27959,168,441,2023-04-08,Credit Card
52538,22579,131,56,2022-10-16,PayPal
52539,38461,8,380,2020-09-10,INVALID
52540,29034,165,402,2024-01-24,Credit Card
52541,7855,76,1170,2020-10-19,Credit Card
52542,25859,177,61,2020-10-11,INVALID
52543,18131,16,317,2023-12-04,Bank Transfer
52544,10547,108,242,2023-09-06,Credit Card
52545,39011,147,284,2021-01-12,Bank Transfer
52546,6379,57,134,2020-04-19,PayPal
52547,39684,65,165,2024-01-01,Credit Card
52548,16692,158,301,2024-07-27,UPI
52549,8106,61,438,2022-01-23,PayPal
52550,38607,47,300,2021-11-29,Bank Transfer
52551,46517,149,452,2024-04-24,Credit Card
52552,37221,114,143,2020-07-09,UPI
52553,47296,107,363,2024-06-13,INVALID
52554,46522,186,151,2023-07-09,INVALID
52555,32436,82,109,2021-02-02,PayPal
52556,8231,59,153,2021-09-27,UPI
52557,7614,114,380,2022-11-10,INVALID
52558,46176,72,54,2024-12-02,Credit Card
52559,7603,72,181,2023-11-07,UPI
52560,27776,147,230,2024-08-23,PayPal
52561,30463,173,301,2021-06-14,INVALID
52562,10380,135,290,2021-08-27,Credit Card
52563,11501,66,910,2024-01-16,UPI
52564,4119,86,363,2023-09-05,PayPal
52565,25906,94,91,2021-10-22,Bank Transfer
52566,34018,158,1060,2020-09-06,Credit Card
52567,6174,18,58,2022-04-19,PayPal
52568,44656,184,408,2022-04-07,INVALID
52569,55193,149,129,2024-09-18,Bank Transfer
52570,21857,197,256,2023-07-05,UPI
52571,52073,193,224,2024-11-14,INVALID
52572,13716,106,325,2022-05-14,Credit Card
52573,29569,79,99,2021-04-28,PayPal
52574,52927,58,301,2022-01-20,Credit Card
52575,3808,79,438,2023-09-05,PayPal
52576,16816,149,2540,2024-02-13,Credit Card
52577,34749,128,158,2022-12-07,Bank Transfer
52578,44774,127,82,2020-05-02,UPI
52579,1757,130,327,2022-11-10,UPI
52580,31388,78,337,2023-11-24,PayPal
52581,17610,85,140,2024-06-05,PayPal
52582,8873,160,220,2021-06-16,Bank Transfer
52583,37875,104,485,2020-12-15,UPI
52584,5655,106,353,2023-05-22,Credit Card
52585,33634,160,408,2021-10-14,PayPal
52586,13894,182,194,2023-07-22,UPI
52587,43139,20,188,2021-12-31,INVALID
52588,37344,39,473,2023-06-18,Credit Card
52589,10823,44,376,2021-08-21,INVALID
52590,45084,136,1820,2020-08-30,PayPal
52591,8305,65,490,2021-05-08,Bank Transfer
52592,54427,145,2150,2023-08-28,UPI
52593,22502,169,62,2022-08-06,UPI
52594,12977,94,442,2022-09-05,Credit Card
52595,42569,84,168,2023-03-15,UPI
52596,13665,139,1110,2020-04-14,INVALID
52597,28157,1,50,2021-06-19,PayPal
52598,53709,33,55,2024-04-16,Bank Transfer
52599,31012,192,185,2022-06-05,Credit Card
52600,54227,94,4260,2023-11-13,PayPal
52601,10783,123,405,2023-03-04,UPI
52602,52448,138,451,2024-01-30,UPI
52603,29389,30,163,2022-11-27,UPI
52604,4414,184,2860,2020-05-06,INVALID
52605,1214,62,140,2024-03-12,UPI
52606,20911,16,333,2022-10-29,UPI
52607,54809,116,322,2024-08-05,INVALID
52608,29537,34,441,2021-12-30,PayPal
52609,46970,197,313,2023-04-16,INVALID
52610,7778,44,494,2024-12-05,Credit Card
52611,8898,154,50,2024-08-04,PayPal
52612,33904,191,349,2024-04-16,Credit Card
52613,41552,191,118,2024-04-26,Credit Card
52614,53049,62,218,2022-01-14,Credit Card
52615,5822,85,1550,2023-10-04,UPI
52616,16333,57,447,2023-12-17,PayPal
52617,43519,85,114,2024-10-18,PayPal
52618,51726,108,149,2024-07-30,UPI
52619,19312,69,102,2023-05-26,Credit Card
52620,22327,39,454,2022-02-07,Bank Transfer
52621,51317,39,484,2022-05-12,Credit Card
52622,2768,128,3720,2023-09-22,Bank Transfer
52623,24991,31,320,2020-01-30,INVALID
52624,3718,81,115,2021-08-29,PayPal
52625,27275,172,145,2023-12-17,UPI
52626,50141,76,223,2024-11-07,PayPal
52627,38761,114,407,2020-07-19,PayPal
52628,14330,3,186,2024-06-17,Credit Card
52629,37959,62,313,2020-11-13,PayPal
52630,18271,185,83,2022-04-18,Credit Card
52631,38704,19,427,2021-02-25,PayPal
52632,10016,145,202,2024-03-23,PayPal
52633,24407,184,162,2023-01-06,INVALID
52634,31685,167,175,2021-06-22,Credit Card
52635,135,161,428,2021-12-14,Credit Card
52636,19076,21,420,2021-12-03,Credit Card
52637,16028,138,259,2024-01-30,INVALID
52638,19199,115,196,2022-01-28,Bank Transfer
52639,5838,198,4330,2020-12-02,INVALID
52640,29095,168,342,2022-04-12,Credit Card
52641,38490,137,117,2022-10-14,Credit Card
52642,35959,27,3720,2024-02-26,PayPal
52643,41178,156,1500,2021-06-15,UPI
52644,28006,61,1780,2021-05-18,Bank Transfer
52645,21684,121,367,2023-10-05,UPI
52646,10723,178,3780,2021-05-11,Credit Card
52647,19694,49,346,2022-03-15,Credit Card
52648,17625,195,232,2021-07-30,Bank Transfer
52649,52028,33,121,2023-07-20,UPI
52650,51682,60,108,2022-04-16,UPI
52651,39387,65,483,2020-11-20,Bank Transfer
52652,24446,69,3640,2024-01-09,Credit Card
52653,4206,56,371,2020-04-13,Bank Transfer
52654,38118,196,290,2022-09-22,UPI
52655,52321,194,343,2020-04-05,UPI
52656,10274,26,289,2020-05-24,UPI
52657,44959,158,233,2024-02-21,UPI
52658,2461,188,294,2023-03-24,Credit Card
52659,50472,189,463,2023-06-09,INVALID
52660,3448,127,2970,2022-04-27,Credit Card
52661,20048,175,4600,2023-02-10,Credit Card
52662,21883,158,364,2024-09-15,PayPal
52663,50031,28,483,2021-06-14,UPI
52664,10610,166,151,2023-12-05,UPI
52665,4422,106,78,2021-12-10,PayPal
52666,38386,36,4820,2022-02-22,Bank Transfer
52667,14166,141,2750,2024-05-22,PayPal
52668,34729,112,404,2021-03-07,INVALID
52669,18144,85,211,2022-04-16,Bank Transfer
52670,24764,127,219,2023-07-18,Credit Card
52671,35499,193,469,2023-09-01,Bank Transfer
52672,27857,95,95,2022-09-01,PayPal
52673,21876,121,120,2020-01-26,Bank Transfer
52674,13749,118,486,2022-02-23,INVALID
52675,22136,138,400,2021-12-07,PayPal
52676,40929,43,87,2021-05-11,Credit Card
52677,24776,58,169,2020-08-05,Credit Card
52678,55129,64,173,2021-05-17,PayPal
52679,24815,53,4180,2021-07-21,PayPal
52680,9595,29,468,2021-07-26,UPI
52681,47732,14,159,2024-05-31,PayPal
52682,52373,165,381,2020-02-11,PayPal
52683,37401,157,73,2024-08-03,PayPal
52684,31130,56,335,2022-06-25,PayPal
